course_id,name,credit_hours,description,prerequisite,link
GLBL 501,Perspectives on Global Studies,4,"Provides graduate students in a variety of fields with an understanding of key global concepts and methods, and introduces them to different perspectives on globalization and transnational social relations. Prerequisite: Graduate Standing.",Prerequisite: Graduate Standing.,https://courses.illinois.edu/schedule/terms/GLBL/501
GLBL 520,Institutions of Global Governance,4,Provides students with a conceptual and practical understanding of the scholarly and societal debates that relate to the interdisciplinary study of global governance and the challenges faced in achieving fair and sustainable outcomes. Prerequisite: GLBL 500 or consent of instructor.,Prerequisite: GLBL 500 or consent of instructor.,https://courses.illinois.edu/schedule/terms/GLBL/520
GLBL 570,Methodologies of Global Studies,4,"Explores research methodologies within the social sciences and humanities that are often used for research concerning global and globalized problems. Examines both qualitative and quantitative methods with the aim of introducing students to tools and techniques that can be used in professional settings. Focuses on modeling, GIS, statistics, and other quantitative methods and also examines qualitative research methods. Rather than mastery of any one technology or method, this course seeks to build conversance with a variety of methods.",,https://courses.illinois.edu/schedule/terms/GLBL/570
GLBL 572,Global Studies Practicum,1 to 8,"Awards credit for professional field experience combined with faculty-driven inquiry and reflection. Designed to provide students with experience of professional-level duties in an approved organization, in the form of internship, work, or volunteer service. This opportunity allows students to integrate the theory and knowledge of course content with the application of principles and practices in a work environment. May be repeated in separate terms up to a maximum 8 graduate hours. Prerequisite: GLBL 500 or consent of instructor.",Prerequisite: GLBL 500 or consent of instructor.,https://courses.illinois.edu/schedule/terms/GLBL/572
GLBL 573,Global Studies Project,1 to 8,"Students will consult with a Global Studies faculty member approved by their program advisor to select and develop a project on a topic of their interest. Students and their faculty advisors will agree on the topic and scope of the project, which take the form of a policy analysis and proposal, system-level or conceptual design studies, feasibility studies, experimental work, detailed numerical simulations, or detailed theoretical analyses. May be repeated in separate terms up to a maximum 8 graduate hours. Prerequisite: GLBL 500 or consent of instructor.",Prerequisite: GLBL 500 or consent of instructor.,https://courses.illinois.edu/schedule/terms/GLBL/573
GLBL 580,Energy and Global Security,4,"Explores the intersection between energy resources and global security by examining a broad range of modern security threats both globally and regionally, including the Middle East, East Asia, and Russia. Students will improve their quantitative and qualitative analysis skills through relevant problem sets and security-related simulations, analyze climate change projections with different policy choices and their economic and human security implications, and develop cross-disciplinary technical communication skills through project assignments requiring collaboration and communication between students having different backgrounds that emphasize qualitative and quantitative analyses. Credit is not given toward graduation for GLBL 580 and NPRE 480 or GLBL 480 or PS 480 . Prerequisite: Credit or concurrent enrollment in ENG 571 or GLBL 570 , or consent of instructor.","Prerequisite: Credit or concurrent enrollment in ENG 571 or GLBL 570 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/GLBL/580
GMC 199,Undergraduate Open Seminar,1 to 5,May be repeated.,,https://courses.illinois.edu/schedule/terms/GMC/199
GMC 562,Germanic Linguistics,4 to 8,Varying topics dealing with problems in diachronic and synchronic Germanic linguistics. May be repeated if topics vary. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,https://courses.illinois.edu/schedule/terms/GMC/562
GRK 101,Elementary Greek I,4,"Introduces ancient Greek (both classical and koine), including the reading of simple prose. Same as REL 111 .",,https://courses.illinois.edu/schedule/terms/GRK/101
GRK 102,Elementary Greek II,4,Continuation of GRK 101 . Grammar and reading in classical and koine Greek. Same as REL 112 . Prerequisite: GRK 101 .,Prerequisite: GRK 101 .,https://courses.illinois.edu/schedule/terms/GRK/102
GRK 199,Undergraduate Open Seminar,1 to 5,May be repeated.,,https://courses.illinois.edu/schedule/terms/GRK/199
GRK 201,Classical & Koine Greek I,4,"Readings in classical Greek prose, and narrative and epistolary New Testament texts. Same as REL 200 . Prerequisite: GRK 102 .",Prerequisite: GRK 102 .,https://courses.illinois.edu/schedule/terms/GRK/201
GRK 202,Classical & Koine Greek II,4,"Continuation of GRK 201 . Further readings in classical Greek prose, and narrative and epistolary New Testament texts. Same as REL 204 . Prerequisite: GRK 201 or equivalent.",Prerequisite: GRK 201 or equivalent.,https://courses.illinois.edu/schedule/terms/GRK/202
GRK 411,Greek Prose Composition,3,Practice in the writing of Greek prose. 3 undergraduate hours. 3 graduate hours. Prerequisite: GRK 201 or equivalent.,Prerequisite: GRK 201 or equivalent.,https://courses.illinois.edu/schedule/terms/GRK/411
GRK 492,Senior Thesis,2 to 4,Thesis and honors. Open to candidates for distinction in Greek. 2 to 4 undergraduate hours. No graduate credit. Prerequisite: Senior standing and consent of Classics Honors Program.,Prerequisite: Senior standing and consent of Classics Honors Program.,https://courses.illinois.edu/schedule/terms/GRK/492
GRK 493,Independent Reading,1 to 4,1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated to a maximum of 8 undergraduate hours or 12 graduate hours. Prerequisite: GRK 401 and consent of instructor.,Prerequisite: GRK 401 and consent of instructor.,https://courses.illinois.edu/schedule/terms/GRK/493
